Category,menu link,link,title,phone,street,city,state,Zip,Menus,Hours,img 1,img 2,img 3,img 4,img 5,img 6,img 7,lat,lng
Restaurants,https://www.yellowpages.com/boise-id/mip/the-melting-pot-13328326#open-menu,https://www.yellowpages.com/boise-id/mip/the-melting-pot-13328326,The Melting Pot,(208) 343-8800,200 N 6th St,Boise,ID,83702,"Four-Course Dinners for Two, Step 1: Choose a Cheese Fondue, Step 2: Choose Two Salads, Step 3: Entrées and Cooking Styles, Complete Dinner for Two, Create Your Own, Big Night Out Dinners for Two, Fondue Cooking Styles, Step 4: Choose a Chocolate Fondue, The Melting Pot", Hours- Mon - Thu:4:00 pm - 9:00 pmFri:4:00 pm - 10:00 pmSat:12:00 pm - 10:00 pmSun:12:00 pm - 9:00 pm,https://i1.ypcdn.com/blob/fd7473519645cbe1d0bf24aef550c6f13afcd4d2_1000.jpg,https://i4.ypcdn.com/blob/f8b2a0137f8f2115fa6350b96b4909ce4a117172_1000.jpg,https://i3.ypcdn.com/blob/f44621554c88d07ba94a65b0544f1b514508cf37_1000.jpg,https://i1.ypcdn.com/blob/e9a5c080a6b52593e1be75ebeb0f122c069fef81_1000.jpg,https://i4.ypcdn.com/blob/dc49b10e2bedb375d6c6ec8d83fb6a2abc0823ff_1000.jpg,https://i4.ypcdn.com/blob/d28025583f907e3cb567dd79e4f21c636f4ac9a5_1000.jpg,https://i3.ypcdn.com/blob/cc2b607037f927d0bdf5603763d9c90b3d3e280c_1000.jpg,,
Restaurants,https://www.yellowpages.com/boise-id/mip/trolley-house-1564458#open-menu,https://www.yellowpages.com/boise-id/mip/trolley-house-1564458,Trolley House,(208) 345-9255,1821 E Warm Springs Ave,Boise,ID,83712,"Specialty Salads, Specialty Sandwiches, Classic Sandwiches, Specialty Omelettes, Eggs Benedict, Trolley House", Hours- Mon - Sun:7:00 am - 3:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/boise-id/mip/wendys-17927774#open-menu,https://www.yellowpages.com/boise-id/mip/wendys-17927774,Wendy's,(208) 344-8284,3680 W State St,Boise,ID,83703,"Combos, Hamburgers, Chicken Sandwiches & Nuggets, Fresh-Made Salads, Fries & Sides, Breakfast Combos, Breakfast Meal Deals, Croissants, Biscuits, Classics, Coffee, Sides and More, Beverages, Wendy's", Hours- Mon - Thu:10:30 am - 11:00 pmFri - Sat:10:30 am - 12:00 amSun:10:30 am - 11:00 pm,https://i3.ypcdn.com/blob/e8233c7421b68e8d3e3806f44af18af816c2bb60_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/boise-id/mip/wetzels-pretzels-12817151#open-menu,https://www.yellowpages.com/boise-id/mip/wetzels-pretzels-12817151,Wetzel's Pretzels,(208) 375-4093,350 N Milwaukee St,Boise,ID,83704,"Pretzels, Bits, Dog Bites, Dips, Drinks, Wetzel's Pretzels", Hours- Mon - Tue:10:00 am - 7:00 pmWed:11:00 am - 6:00 pmThu:10:00 am - 7:00 pmFri - Sat:10:00 am - 8:00 pmSun:11:00 am - 6:00 pm,https://i1.ypcdn.com/blob/491395cd8f019771a9209792af80d36ac2ea912c_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/boise-id/mip/willowcreek-grill-raw-sushi-restaurant-14778879#open-menu,https://www.yellowpages.com/boise-id/mip/willowcreek-grill-raw-sushi-restaurant-14778879,Willowcreek Grill & Raw Sushi Restaurant,(208) 343-5544,2273 S Vista Ave,Boise,ID,83705,"Appetizers, Asian Inspired Starter Salads, Salads*, Sandwiches, Burgers*, Pitas & Wraps, Tacos, Entrees*, A La Carte, Sushi Combos*, Sashimi*, Nigiri Pairs*, Veggie Rolls, Willowcreek Grill & Raw Sushi Restaurant", Hours- Mon - Sat:11:00 am - 10:00 pmSunClosed,https://i1.ypcdn.com/blob/136cd1949488b1ef46184d40c2a18a89b3412776_1000.jpg,https://i3.ypcdn.com/blob/ee0d5ab017ba5b1822e940288b7d7ad5643154e5_1000.jpg,https://i4.ypcdn.com/blob/de8cc89ee05d02e4b35b55598a31e43177e190a2_1000.jpg,https://i2.ypcdn.com/blob/9fc180c56109bd99a798488d796284bbfc0c8b17_1000.jpg,https://i1.ypcdn.com/blob/810719f9096009e08334833b3ee3c2c924239136_1000.jpg,https://i3.ypcdn.com/blob/b4c9aa72b0e44869cab727e437f2211aaabc3d1f_1000.jpg,https://i1.ypcdn.com/blob/99209197f26e1d1d97e26eb04a0edc96f6ae087c_1000.jpg,,
Restaurants,https://www.yellowpages.com/boise-id/mip/yokozuna-teriyaki-10329093#open-menu,https://www.yellowpages.com/boise-id/mip/yokozuna-teriyaki-10329093,Yokozuna Teriyaki,(208) 377-3064,824 S Vista Ave,Boise,ID,83705,"Starters, Sushi And Salads, Katsu And Curry, Sweet Onion Bowls, Sweet Onion Bowls - Add Ons, Teriyaki Rice Bowls, Teriyaki Rice Bowls - Add Ons, Noodles, Yokozuna Teriyaki", Hours- Mon - Thu:10:30 am - 8:30 pmFri - Sat:10:30 am - 9:00 pmSun:12:00 pm - 7:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/boise-id/mip/zeppole-baking-co-14966740#open-menu,https://www.yellowpages.com/boise-id/mip/zeppole-baking-co-14966740,Zeppole Baking Co,(208) 338-1499,983 E Parkcenter Blvd,Boise,ID,83706,"Popular Items, Zeppole Baking Co", Hours- Mon - Sat:6:00 am - 6:00 pmSun:8:00 am - 4:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/boise-id/mip/zeppole-baking-co-2389224#open-menu,https://www.yellowpages.com/boise-id/mip/zeppole-baking-co-2389224,Zeppole Baking Co,(208) 345-2149,217 N 8th St,Boise,ID,83702,"Zeppole Sandwiches, Special Combinations, Zeppole Breads, Boise Organic Breads, Zeppole Soups, Zeppole Salad and Focaccia Wedges, Zeppole Pastries, Beverages, Chips and Extras, Zeppole Baking Co", Hours- Mon - Fri:6:30 am - 5:00 pmSat:8:00 am - 3:00 pmSunClosed,,,,,,,,,
Restaurants,https://www.yellowpages.com/burley-id/mip/main-street-burger-11884827#open-menu,https://www.yellowpages.com/burley-id/mip/main-street-burger-11884827,Main Street Burger,(208) 678-6068,333 W Main St,Burley,ID,83318,"Sample Menu, Main Street Burger", Hours- Tue - Sat:7:00 am - 3:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/burley-id/mip/snake-river-queen-10962756#open-menu,https://www.yellowpages.com/burley-id/mip/snake-river-queen-10962756,Snake River Queen,(208) 678-2628,181 W Highway 30,Burley,ID,83318,"Main, Prime Rib Diners every 3rd Friday, Snake River Queen", Hours- Mon - TueClosedWed - Sat:5:30 am - 9:00 pmSunClosed,,,,,,,,,
Restaurants,https://www.yellowpages.com/burley-id/mip/wendys-2410829#open-menu,https://www.yellowpages.com/burley-id/mip/wendys-2410829,Wendy's,(208) 678-9303,659 N Overland Ave,Burley,ID,83318,"Combos, Hamburgers, Chicken Sandwiches & Nuggets, Fresh-Made Salads, Fries & Sides, Breakfast Combos, Breakfast Meal Deals, Croissants, Biscuits, Classics, Coffee, Sides and More, Beverages, Wendy's", Hours- Mon - Sun:6:30 am - 12:00 am,https://i2.ypcdn.com/blob/48e665d7d5dca2cc8f35e8e5c35de85d8da1f743_1000.jpg,https://i1.ypcdn.com/blob/e8233c7421b68e8d3e3806f44af18af816c2bb60_1000.jpg,,,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/idaho-pizza-company-15838777#open-menu,https://www.yellowpages.com/caldwell-id/mip/idaho-pizza-company-15838777,Idaho Pizza Company,(208) 454-3000,4816 Cleveland Blvd,Caldwell,ID,83605,"Starters & Salad Bar, Sandwiches, Idaho Pizza Creations, Create Your Own, Dessert, Idaho Pizza Company", Hours- Mon - Thu:11:00 am - 10:00 pmFri - Sat:11:00 am - 11:00 pmSun:11:00 am - 10:00 pm,https://i2.ypcdn.com/blob/b38655dfdc2fa15da43aa3b73ba8fc143c203261_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/janitzio-restaurant-3008277#open-menu,https://www.yellowpages.com/caldwell-id/mip/janitzio-restaurant-3008277,Janitzio Restaurant,(208) 459-9660,322 S Kimball Ave,Caldwell,ID,83605,"Enchiladas, Burritos, Caldos, Fajitas, Salads, Vegetarian Plates, A La Carte, Lunch Menu, Lunch Combination Plates, Kids Menu, Side Orders, Dessert, Dinner Combinations, Janitzio Restaurant", Hours- Mon - Sat:11:00 am - 9:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/mancinos-subs-pizza-1131648#open-menu,https://www.yellowpages.com/caldwell-id/mip/mancinos-subs-pizza-1131648,Mancino's Subs & Pizza,(208) 459-7556,2412 Cleveland Blvd,Caldwell,ID,83605,"Soup and Salads, Pizza, Calzone's, Grinders, Extras, Mancino's Subs & Pizza", Hours- Mon - Sat:11:00 am - 8:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/papa-murphys-take-n-bake-pizza-11173038#open-menu,https://www.yellowpages.com/caldwell-id/mip/papa-murphys-take-n-bake-pizza-11173038,Papa Murphy's | Take 'N' Bake Pizza,(208) 454-0444,2707 S 10th Ave,Caldwell,ID,83605,"Create Your Own, Specials & Deals, Specialty Pizzas, Calzones, Dairy-Free Cheese, Stuffed Pizzas, Family Friendly, Crustless Keto-Friendly Pizzas, Salads & Sides, Desserts & Drinks, Papa Murphy's | Take 'N' Bake Pizza", Hours- Mon - Sun:10:00 am - 9:00 pm,https://i3.ypcdn.com/blob/d32b86ebdceecc876732182225b62e592e17e8db_1000.jpg,https://i4.ypcdn.com/blob/c9ca723f2e0ec0876a7cfb2f0b4876e73482cc1b_1000.jpg,https://i1.ypcdn.com/blob/7545cd03b3171a42c52741499658b879be632ca6_1000.jpg,https://i2.ypcdn.com/blob/6925487dadaa29c25a1240fea17d1394aad660df_1000.jpg,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/subway-2114687#open-menu,https://www.yellowpages.com/caldwell-id/mip/subway-2114687,Subway,(208) 454-7827,2803 Blaine St,Caldwell,ID,83605,"Bottled Beverages, Fountain Drinks, Clubs, Breakfast, Classic Sandwiches, Deli Heroes, Italianos, Fresh Fit for Kids®, Kids' Sides, Wraps, Shareable Desserts, Sides, Cookies, Subway", Hours- Mon - Sun:8:00 am - 10:00 pm,https://i3.ypcdn.com/blob/b7b33894ced11234f0fdebbe37d929e10a869bbd_1000.jpg,https://i2.ypcdn.com/blob/0c78aa26dba2b7d5a90f9efd0369d8a4003454f5_1000.jpg,https://i1.ypcdn.com/blob/0c1416d9206bb8b0a119e989ae7fa0fbfac5f79a_1000.jpg,https://i3.ypcdn.com/blob/e93d64b9e7edfffe23dff053840d71753704d0ba_1000.jpg,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/sunrise-family-restaurant-13926406#open-menu,https://www.yellowpages.com/caldwell-id/mip/sunrise-family-restaurant-13926406,Sunrise Family Restaurant,(208) 459-8557,2601 Cleveland Blvd,Caldwell,ID,83605,"Cereal and Fruit, Sides N Such, Beverages, Juices and Milk, Hand Dipped Milk Shakes, Sunrise Family Restaurant", Hours- Mon - Sat:6:00 am - 9:00 pmSun:7:00 am - 9:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/caldwell-id/mip/taco-bell-3133177#open-menu,https://www.yellowpages.com/caldwell-id/mip/taco-bell-3133177,Taco Bell,(208) 454-9869,2807 Cleveland Blvd,Caldwell,ID,83605,"Salads, Tacos, Burritos, Nachos, Gorditas, Sides, Taco Bell", Hours- Mon - Thu:7:00 am - 2:00 amFri - Sat:7:00 am - 3:00 amSun:7:00 am - 2:00 am,https://i3.ypcdn.com/blob/b698c467bc19a491a5a54dbc751906f7073bf228_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/cambridge-id/mip/gateway-store-and-cafe-11172230#open-menu,https://www.yellowpages.com/cambridge-id/mip/gateway-store-and-cafe-11172230,Gateway Store and Cafe,(208) 257-3531,4330 Highway 71,Cambridge,ID,83610,"Good Morning!, Breakfast Loners, Burgers, Baskets, Stuff, Fountain Drinks & Ice Cream Treats, Gateway Store and Cafe", Hours- Mon - Sun:8:00 am - 8:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/cascade-id/mip/subway-13196622#open-menu,https://www.yellowpages.com/cascade-id/mip/subway-13196622,Subway,(208) 382-3434,321 S Main St,Cascade,ID,83611,"Fountain Drinks, Chips, Breakfast, Wraps, Salads, Kids Drinks, Cookies, Italianos, Classic Sandwiches, Fresh Fit for Kids®, No Bready Bowls®, Chicken, Clubs, Subway", Hours- Mon - Sun:8:30 am - 9:30 pm,https://i3.ypcdn.com/blob/e93d64b9e7edfffe23dff053840d71753704d0ba_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/challis-id/mip/antonios-pizza-and-pasta-13442941#open-menu,https://www.yellowpages.com/challis-id/mip/antonios-pizza-and-pasta-13442941,Antonio's Pizza and Pasta,(208) 879-2210,431 E Main Ave,Challis,ID,83226,"Appetizers, Lunch Entrees, Dinner Entrees, Antonio's Pizza and Pasta", Hours- Mon - Thu:8:30 am - 10:00 pmFri - Sat:8:30 am - 11:00 pmSun:8:30 am - 10:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/chubbuck-id/mip/papa-murphys-take-n-bake-pizza-13723345#open-menu,https://www.yellowpages.com/chubbuck-id/mip/papa-murphys-take-n-bake-pizza-13723345,Papa Murphy's | Take 'N' Bake Pizza,(208) 237-7272,4837 Yellowstone Ave,Chubbuck,ID,83202,"Create Your Own, Specials & Deals, Specialty Pizzas, Calzones, Dairy-Free Cheese, Stuffed Pizzas, Family Friendly, Crustless Keto-Friendly Pizzas, Salads & Sides, Desserts & Drinks, Papa Murphy's | Take 'N' Bake Pizza", Hours- Mon - Thu:11:00 am - 8:30 pmFri - Sat:11:00 am - 9:30 pmSun:11:00 am - 8:30 pm,https://i3.ypcdn.com/blob/fa681ec10120a35ef8f7fae8521a8c557fdd0485_1000.jpg,https://i3.ypcdn.com/blob/d32b86ebdceecc876732182225b62e592e17e8db_1000.jpg,https://i3.ypcdn.com/blob/c9ca723f2e0ec0876a7cfb2f0b4876e73482cc1b_1000.jpg,https://i2.ypcdn.com/blob/4eb312e729585093a448f76077142174754b4a2b_1000.jpg,https://i4.ypcdn.com/blob/e922aa4f27de9e86091c1b4ebaa1fe8cb254436e_1000.jpg,https://i3.ypcdn.com/blob/c5bf294a6270e2df334a44719bea5a8fa676eee3_1000.jpg,https://i3.ypcdn.com/blob/b291bee2d7d4d72b185ea45ab5acfd884c6ceedb_1000.jpg,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/angelos-ristorante-11175974#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/angelos-ristorante-11175974,Angelo's Ristorante,(208) 765-2850,846 N 4th St,Coeur D Alene,ID,83814,"Appetizers, Pasta, Steak & Lamb, Seafood & Fish, Children's Menu, Soup & Salad, Veal, Chicken, Eggplant, Angelo's Ristorante", Hours- Mon - Sun:5:00 pm - 10:00 pm,https://i1.ypcdn.com/blob/e3cec0ceae779f9290822b0c13f04448ad630e17_1000.jpg,https://i4.ypcdn.com/blob/b80d2343ce3e57afcf1cf047f5cf1433b3c74fc8_1000.jpg,https://i2.ypcdn.com/blob/949aceafdedac701ca2b080f1895f60b4ffd6a74_1000.jpg,https://i3.ypcdn.com/blob/898b5c7b3d40d6f92d123531aacfcae2556a9654_1000.jpg,https://i1.ypcdn.com/blob/2f3432f3ec9291eb6ca23081b4240134d796da72_1000.jpg,https://i1.ypcdn.com/blob/1ad33735c871e90ad6e7b2558ec57ce3d86137d8_1000.jpg,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/canton-restaurant-1846341#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/canton-restaurant-1846341,Canton Restaurant,(208) 665-5758,113 N 4th St,Coeur D Alene,ID,83814,"Appetizers, Soups, Noodle Soups, Other Dishes, Vegetables, Canton Restaurant", Hours- Mon - Sat:11:00 am - 9:00 pmSun:12:00 pm - 9:00 pm,https://i3.ypcdn.com/blob/78d7f1f40e940cc2c7b958231222fb130666dc98_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/carusos-sandwiches-and-artisan-pizza-2422710#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/carusos-sandwiches-and-artisan-pizza-2422710,Caruso's Sandwiches and Artisan Pizza,(208) 765-1001,202 W Ironwood Dr,Coeur D Alene,ID,83814,"Fresh Salads, Sandwiches, Pasta Bowls, Classics Pizza, Beverages, Caruso's Sandwiches and Artisan Pizza", Hours- Mon - Fri:9:00 am - 8:00 pmSat:10:00 am - 8:00 pmSun:10:00 am - 6:00 pm,https://i4.ypcdn.com/blob/28f853dff5816ccb323b665fdaeb3e244d6eb435_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/jitterz-12626128#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/jitterz-12626128,Jitterz,(208) 765-3438,2880 N Government Way,Coeur D Alene,ID,83815,"Soul Food, Quick Bites, Soul Baby, Fur Babies, Protein Drinks, Jitterz", Hours- Mon - Fri:4:30 am - 7:00 pmSat - Sun:6:00 am - 7:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/joeys-smokin-bbq-12432122#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/joeys-smokin-bbq-12432122,Joey's Smokin' BBQ,(208) 765-5639,2360 N Old Mill Loop,Coeur D Alene,ID,83814,"Starters, Salads & Soups, Sides, Sandwiches & Grub, Joey's Smokin' BBQ",HoursDo you know the Hours-  for this business?,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/lean-bean-1822584#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/lean-bean-1822584,Lean Bean,(208) 765-2636,1207 E Sherman Ave,Coeur D Alene,ID,83814,"Deli Sandwiches, Coffee & Tea, Lb Kids, Red Bull & Zipfizz, Blended Drinks, Lean Bean", Hours- Mon - Fri:5:00 pm - 7:00 pmSat:6:00 am - 7:00 pmSun:6:00 am - 6:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/mackenzie-river-pizza-grill-pub-15067771#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/mackenzie-river-pizza-grill-pub-15067771,"MacKenzie River Pizza, Grill & Pub",(208) 772-5111,405 W Canfield Ave,Coeur D Alene,ID,83815,"Starters, Salads, Soups, Sandwiches, Burgers, Pub Classics, Flatbreads, Rod & Reel Lunch Combo, Signature Pizzas, Pastas, Dessert, MacKenzie River Pizza, Grill & Pub", Hours- Mon - Thu:11:00 am - 9:00 pmFri - Sat:11:00 am - 10:00 pmSun:11:00 am - 9:00 pm,https://i1.ypcdn.com/blob/fcdcad2c2474fb591c7519c3ca59c49ba6e8cbe1_1000.jpg,https://i4.ypcdn.com/blob/f3a854881b0534f2ffb9329153964fd1a9411dd3_1000.jpg,https://i1.ypcdn.com/blob/ee2a484147df30685878cf80f2452658e3ab089f_1000.jpg,https://i1.ypcdn.com/blob/e25a3facfd56711ebca18caa688bcc44ff6ef30e_1000.jpg,https://i4.ypcdn.com/blob/dfbdacdebcca19a3e56617d106cb0d8655f8aa03_1000.jpg,https://i3.ypcdn.com/blob/d38419a89ac55442ab105c014a582978b310eeda_1000.jpg,https://i3.ypcdn.com/blob/c64e8d970990b5d41cd1d3ec999da937c79776e7_1000.jpg,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/olympia-restaurant-2169716#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/olympia-restaurant-2169716,Olympia Restaurant,(208) 666-9495,301 E Lakeside Ave,Coeur D Alene,ID,83814,"Appetizers, Soups, Salads, Sandwiches - Souvlaki, Dessert, Olympia Restaurant", Hours- Tue - Thu:11:30 am - 3:00 pmFri - Sat:11:30 am - 8:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/paddys-sports-bar-14528006#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/paddys-sports-bar-14528006,Paddy's Sports Bar,(208) 765-0701,601 W Appleway Ave,Coeur D Alene,ID,83814,"Starters, Salads, Sandwiches, Burgers, Food in Hand, Paddy's Sports Bar", Hours- Mon - Thu:11:00 am - 12:00 amFri - Sat:11:00 am - 2:00 amSun:9:00 am - 12:00 am,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/panda-express-1728027#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/panda-express-1728027,Panda Express,(208) 762-1015,400 W Wilbur Ave,Coeur D Alene,ID,83815,"Plate, Bigger Plate, Bowl, Family Feast, Appetizers, Panda Express", Hours- Mon - Sun:10:30 am - 10:30 pm,https://i1.ypcdn.com/blob/9f47f9c401a9dce2e57dc19520ebda133d264fe7_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/pizza-factory-1146822#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/pizza-factory-1146822,Pizza Factory,(208) 765-3434,503 W Appleway Ave,Coeur D Alene,ID,83814,"Pizza, Additional Toppings, Pasta, Sandwiches, Calzones, Soup & Salad, Appetizers, Beverages, Pizza Factory", Hours- Mon - Thu:11:00 am - 9:00 pmFri - Sat:11:00 am - 10:00 pmSun:11:00 am - 9:00 pm,https://i3.ypcdn.com/blob/ea90eef332f21ea1f90e73c53582238d0003880a_1000.jpg,https://i2.ypcdn.com/blob/e60cb0dacc0d8e9d53b9403e6a7c01b8e9c3671d_1000.jpg,https://i1.ypcdn.com/blob/aec48bcbdc7195ea8659bc89ce72c89a32ec2b38_1000.jpg,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/red-robin-gourmet-burgers-2567999#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/red-robin-gourmet-burgers-2567999,Red Robin Gourmet Burgers,(208) 765-2421,1501 W Riverstone Dr,Coeur D Alene,ID,83814,"Appetizers, Burgers - Gourmet, Burgers - Chicken & More, Burgers - Finest, Burgers - Taverns, Red Robin Gourmet Burgers", Hours- Mon - Thu:11:00 am - 10:00 pmFri - Sat:11:00 am - 11:00 pmSun:11:00 am - 10:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/taco-bell-14546927#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/taco-bell-14546927,Taco Bell,(208) 664-0439,217 W Appleway Ave,Coeur D Alene,ID,83814,"Salads, Tacos, Burritos, Nachos, Gorditas, Chalupas, Specialties, Desserts & Sides, Taco Bell", Hours- Mon - Thu:7:00 am - 3:00 amFri - Sat:7:00 am - 4:00 amSun:7:00 am - 3:00 am,https://i1.ypcdn.com/blob/1d59b94ca8f7c942a6f38af7d8430d0a8ce830a7_1000.jpg,https://i1.ypcdn.com/blob/b698c467bc19a491a5a54dbc751906f7073bf228_1000.jpg,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/tito-macaroni-2529337#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/tito-macaroni-2529337,Tito Macaroni,(208) 667-2782,210 E Sherman Ave Ste 107,Coeur D Alene,ID,83814,"Appetizers, Soups and Salads, Sandwiches, Classic Italian, Pizza, Tito Macaroni", Hours- Mon - Sun:11:00 am - 9:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/tomato-street-10506247#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/tomato-street-10506247,Tomato Street,(208) 667-5000,221 W Appleway Ave,Coeur D Alene,ID,83814,"Popular Items, Tomato Street", Hours- Mon - Sun:11:00 am - 10:00 pm,https://i1.ypcdn.com/blob/f9e5258adb4e2e1a223ae2c89a2a03f78f4f0f20_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/toro-viejo-2462402#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/toro-viejo-2462402,Toro Viejo,(208) 667-7676,117 N 2nd St,Coeur D Alene,ID,83814,"Appetizers, Burritos, Desserts, Drinks, Toro Viejo", Hours- Mon - Thu:11:00 am - 9:00 pmFri - Sat:11:00 am - 10:00 pmSun:11:00 am - 9:00 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/coeur-d-alene-id/mip/valentinos-pizza-17192306#open-menu,https://www.yellowpages.com/coeur-d-alene-id/mip/valentinos-pizza-17192306,Valentinos Pizza,(208) 772-0220,219 W Canfield Ave,Coeur D Alene,ID,83815,"Popular Items, Valentinos Pizza", Hours- Mon - Thu:10:00 am - 9:00 pmFri - Sat:10:00 am - 10:00 pmSun:11:00 am - 8:30 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/eagle-id/mip/ahi-sushi-bar-10249015#open-menu,https://www.yellowpages.com/eagle-id/mip/ahi-sushi-bar-10249015,Ahi Sushi Bar,(208) 938-3474,1193 E Winding Creek Dr,Eagle,ID,83616,"Starters, Ahi 's Favorites, Rolls, Hand Rolls, Nigiri/sashimi, Nigiri/sashimi - Sashimi Combos, Ahi Sushi Bar", Hours- Mon - Thu:11:30 am - 9:00 pmFri:11:30 am - 9:30 pm,,,,,,,,,
Restaurants,https://www.yellowpages.com/eagle-id/mip/bella-aquila-restaurant-19173362#open-menu,https://www.yellowpages.com/eagle-id/mip/bella-aquila-restaurant-19173362,Bella Aquila Restaurant,(208) 938-1900,775 S Rivershore Ln Ste 100,Eagle,ID,83616,"Appetizers, Zuppa e Insalata, Frutti di Mare, Piatti di Pollo, Carne, Pasta, Bella Aquila Restaurant", Hours- Mon - Sat:11:30 am - 12:00 amSun:10:00 am - 12:00 am,https://i4.ypcdn.com/blob/ede1eec9b4dbf4f8c08e02a8db513c109e6a554b_1000.jpg,https://i2.ypcdn.com/blob/e7b91edcd84bb8b497fec45255c666cee1def411_1000.jpg,https://i2.ypcdn.com/blob/e3a6b8392fc034f935baa93f420c12accf3a2d22_1000.jpg,https://i2.ypcdn.com/blob/d8ae1d5f29ea0aa251ee35a3544052fc384bb39a_1000.jpg,https://i4.ypcdn.com/blob/b94e63feb55fa90be7a89b0dad05673a3dc66ecb_1000.jpg,https://i3.ypcdn.com/blob/8068919cc15f8ff448de78a4be4770950853b401_1000.jpg,https://i4.ypcdn.com/blob/7ed01b965cdf86af7253749a2eb62c7263a3ca23_1000.jpg,,
Restaurants,https://www.yellowpages.com/eagle-id/mip/davincis-1016826#open-menu,https://www.yellowpages.com/eagle-id/mip/davincis-1016826,Davinci's,(208) 939-2500,190 E State St,Eagle,ID,83616,"Appetizers, Salads, Bar Menu, Davinci's Classic Italian Sandwiches, Pasta Entrees, Pasta Additions, Leo's Favorites, House Specialties, Chicken And Veal Entrees, Desserts, Davinci's", Hours- Mon - Sun:4:00 pm - 10:00 pm,https://i3.ypcdn.com/blob/aff3c140c1a314f2153297e8dcd274f34bde80e6_1000.jpg,,,,,,,,
Restaurants,https://www.yellowpages.com/eagle-id/mip/eagle-hills-golf-course-13592541#open-menu,https://www.yellowpages.com/eagle-id/mip/eagle-hills-golf-course-13592541,Eagle Hills Golf Course,(208) 939-0402,605 N Edgewood Ln,Eagle,ID,83616,"Starters, Salad & Soup, Burgers, Classics, Flat Breads, Specials, Eagle Hills Golf Course", Hours- Mon - Fri:7:00 am - 8:00 pmSat - Sun:7:00 am - 9:00 pm,https://i1.ypcdn.com/blob/6df5057eefd85cf8ad34ae84a0c26f11f2f670d4_1000.jpg,https://i4.ypcdn.com/blob/962958fac86837455b12fff937f32e2b491452fe_1000.jpg,,,,,,,
